"liz_id","treatment","hatch_date","season_hatch","measure_date","measure_error","process_researcher","imgj_researcher","process_notes","egg_id","egg_laid_date","egg_length","egg_mass","egg_width","heatwave_exposed","liz_status","death_date","mass","svl","lnMass","lnSVL","obs_id","days_since_hatch","F1_Genotype","dam_id","sire_id","lnEgg_mass","z_lnEggMass","series","id"
"ld0216",29,"2016-11-19","S1","2016-11-19",0,"FK","JC","","egg0008","2016-10-25",7.61,0.109,5.24,"","DEAD","2016-12-14",0.105,17.06,-2.25379492882461,2.83673654206353,1,0,"E033_16_BABY_08","ld0035","ld0049",-2.21640739675299,-1.43940026213559,"ld0216_2016-11-19","ld0216"
"ld0216",29,"2016-11-19","S1","2016-11-25",0,"FK","JC","","egg0008","2016-10-25",7.61,0.109,5.24,"","DEAD","2016-12-14",NA,NA,NA,NA,2,6,"E033_16_BABY_08","ld0035","ld0049",-2.21640739675299,-1.43940026213559,"ld0216_2016-11-25","ld0216"
"ld0216",29,"2016-11-19","S1","2016-12-03",0,"JC","JC","","egg0008","2016-10-25",7.61,0.109,5.24,"","DEAD","2016-12-14",0.111,18.466,-2.1982250776698,2.91593120335044,3,14,"E033_16_BABY_08","ld0035","ld0049",-2.21640739675299,-1.43940026213559,"ld0216_2016-12-03","ld0216"
"ld0217",29,"2016-11-20","S1","2016-11-20",0,"FK","JC","","egg0011","2016-10-26",8.79,0.228,6.93,"","DEAD","2016-12-23",0.134,16.42,-2.00991547903123,2.79850010402428,4,0,"E45_16_BABY_03","ld0125","ld0107",-1.4784096500277,2.30037333517233,"ld0217_2016-11-20","ld0217"
"ld0217",29,"2016-11-20","S1","2016-11-25",0,"FK","JC","","egg0011","2016-10-26",8.79,0.228,6.93,"","DEAD","2016-12-23",NA,NA,NA,NA,5,5,"E45_16_BABY_03","ld0125","ld0107",-1.4784096500277,2.30037333517233,"ld0217_2016-11-25","ld0217"
"ld0217",29,"2016-11-20","S1","2016-12-04",0,"JC","JC","","egg0011","2016-10-26",8.79,0.228,6.93,"","DEAD","2016-12-23",0.129,18.569,-2.04794287462046,2.92149352361846,6,14,"E45_16_BABY_03","ld0125","ld0107",-1.4784096500277,2.30037333517233,"ld0217_2016-12-04","ld0217"
"ld0217",29,"2016-11-20","S1","2016-12-19",0,"JC","JC","","egg0011","2016-10-26",8.79,0.228,6.93,"","DEAD","2016-12-23",0.099,19.412,-2.31263542884755,2.96589143154297,7,29,"E45_16_BABY_03","ld0125","ld0107",-1.4784096500277,2.30037333517233,"ld0217_2016-12-19","ld0217"
"ld0218",29,"2016-11-20","S1","2016-11-20",0,"FK","JC","","egg0005","2016-10-25",7.57,0.112,5.31,"","DEAD","2016-12-30",0.118,16.56,-2.13707065451647,2.80699014895711,8,0,"E033_16_BABY_05","ld0035","ld0049",-2.18925640768704,-1.30181372816554,"ld0218_2016-11-20","ld0218"
"ld0218",29,"2016-11-20","S1","2016-12-04",0,"JC","JC","","egg0005","2016-10-25",7.57,0.112,5.31,"","DEAD","2016-12-30",0.126,18.571,-2.07147337203066,2.92160122421092,9,14,"E033_16_BABY_05","ld0035","ld0049",-2.18925640768704,-1.30181372816554,"ld0218_2016-12-04","ld0218"
"ld0218",29,"2016-11-20","S1","2016-12-19",0,"JC","JC","","egg0005","2016-10-25",7.57,0.112,5.31,"","DEAD","2016-12-30",0.122,19.417,-2.10373423424888,2.96614897101232,10,29,"E033_16_BABY_05","ld0035","ld0049",-2.18925640768704,-1.30181372816554,"ld0218_2016-12-19","ld0218"
"ld0219",29,"2016-11-22","S1","2016-11-22",0,"BS","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.133,19.76,-2.01740615076038,2.98365969231972,11,0,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2016-11-22","ld0219"
"ld0219",29,"2016-11-22","S1","2016-11-25",0,"FK","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",NA,NA,NA,NA,12,3,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2016-11-25","ld0219"
"ld0219",29,"2016-11-22","S1","2016-12-06",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.129,18.427,-2.04794287462046,2.91381698035272,13,14,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2016-12-06","ld0219"
"ld0219",29,"2016-11-22","S1","2017-01-18",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.151,20.54,-1.89047544216721,3.02237420450041,14,57,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-01-18","ld0219"
"ld0219",29,"2016-11-22","S1","2017-02-01",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.192,21.436,-1.65025990695436,3.0650717516326,15,71,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-02-01","ld0219"
"ld0219",29,"2016-11-22","S1","2017-02-23",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.226,23.42,-1.48722027970985,3.15359035816957,16,93,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-02-23","ld0219"
"ld0219",29,"2016-11-22","S1","2017-03-23",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.302,23.55,-1.19732826160727,3.15912582046243,17,121,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-03-23","ld0219"
"ld0219",29,"2016-11-22","S1","2017-04-01",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.136,19.57,-1.99510039324608,2.97399778140798,18,130,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-04-01","ld0219"
"ld0219",29,"2016-11-22","S1","2017-04-18",0,"JC","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.31,24.72,-1.17118298150295,3.20761263258949,19,147,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-04-18","ld0219"
"ld0219",29,"2016-11-22","S1","2017-05-19",0,"FK","CW","","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.323,26.33,-1.13010295575948,3.27070897350822,20,178,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-05-19","ld0219"
"ld0219",29,"2016-11-22","S1","2017-07-20",0,"FK",NA,"","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.381,26,-0.964955903855436,3.25809653802148,21,240,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-07-20","ld0219"
"ld0219",29,"2016-11-22","S1","2017-09-15",0,"FK",NA,"","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.34,27,-1.07880966137193,3.29583686600433,22,297,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-09-15","ld0219"
"ld0219",29,"2016-11-22","S1","2017-11-07",0,"FK",NA,"","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.393,27,-0.933945667112876,3.29583686600433,23,350,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2017-11-07","ld0219"
"ld0219",29,"2016-11-22","S1","2018-01-15",0,"FK",NA,"","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.447,27,-0.805196684368568,3.29583686600433,24,419,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2018-01-15","ld0219"
"ld0219",29,"2016-11-22","S1","2018-03-06",0,"FK",NA,"","egg0007","2016-10-25",7.34,0.122,5.29,"Y","DEAD","2018-04-03",0.401,28,-0.913793851675568,3.3322045101752,25,469,"E033_16_BABY_07","ld0035","ld0049",-2.10373423424888,-0.868433588961035,"ld0219_2018-03-06","ld0219"
"ld0220",29,"2016-11-22","S1","2016-11-22",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.123,19.19,-2.09557092360972,2.95438931001961,26,0,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2016-11-22","ld0220"
"ld0220",29,"2016-11-22","S1","2016-11-25",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",NA,NA,NA,NA,27,3,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2016-11-25","ld0220"
"ld0220",29,"2016-11-22","S1","2016-12-06",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.116,18.617,-2.15416508787577,2.92407514178976,28,14,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2016-12-06","ld0220"
"ld0220",29,"2016-11-22","S1","2017-01-18",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.149,20.09,-1.90380897303668,3.00022217882684,29,57,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-01-18","ld0220"
"ld0220",29,"2016-11-22","S1","2017-02-01",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.199,23.115,-1.61445045425764,3.14048175744019,30,71,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-02-01","ld0220"
"ld0220",29,"2016-11-22","S1","2017-02-23",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.216,24.33,-1.53247687129797,3.19171015679543,31,93,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-02-23","ld0220"
"ld0220",29,"2016-11-22","S1","2017-03-23",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.29,25.54,-1.23787435600162,3.24024585060439,32,121,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-03-23","ld0220"
"ld0220",29,"2016-11-22","S1","2017-04-01",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.138,19.56,-1.98050159382493,2.97348666460667,33,130,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-04-01","ld0220"
"ld0220",29,"2016-11-22","S1","2017-04-18",0,"JC","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.275,26.67,-1.29098418131557,3.28353933819392,34,147,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-04-18","ld0220"
"ld0220",29,"2016-11-22","S1","2017-05-19",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.302,26.11,-1.19732826160727,3.26231838271104,35,178,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-05-19","ld0220"
"ld0220",29,"2016-11-22","S1","2017-07-20",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.313,24.5,-1.16155208844198,3.19867311755068,36,240,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-07-20","ld0220"
"ld0220",29,"2016-11-22","S1","2017-09-15",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.288,27,-1.24479479884619,3.29583686600433,37,297,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-09-15","ld0220"
"ld0220",29,"2016-11-22","S1","2017-11-07",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.478,28,-0.738144546490681,3.3322045101752,38,350,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2017-11-07","ld0220"
"ld0220",29,"2016-11-22","S1","2018-01-15",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.479,29,-0.736054681571222,3.36729582998647,39,419,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2018-01-15","ld0220"
"ld0220",29,"2016-11-22","S1","2018-01-15",1,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.466,29.5,-0.763569644856491,3.38439026334577,40,419,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2018-01-15","ld0220"
"ld0220",29,"2016-11-22","S1","2018-03-06",0,"FK","CW","","egg0015","2016-10-28",8.83,0.187,6.21,"Y","DEAD","2018-04-03",0.388,30,-0.946749939358864,3.40119738166216,41,469,"E038_16_BABY_03","ld0090","ld0027",-1.67664666212755,1.295815330558,"ld0220_2018-03-06","ld0220"
"ld0221",29,"2016-11-22","S1","2016-11-22",0,"BS","CW","","egg0002","2016-10-25",8.34,0.108,5.14,"","DEAD","2016-12-12",0.122,NA,-2.10373423424888,NA,42,0,"E033_16_BABY_02","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0221_2016-11-22","ld0221"
"ld0221",29,"2016-11-22","S1","2016-11-25",0,"FK","CW","","egg0002","2016-10-25",8.34,0.108,5.14,"","DEAD","2016-12-12",NA,NA,NA,NA,43,3,"E033_16_BABY_02","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0221_2016-11-25","ld0221"
"ld0221",29,"2016-11-22","S1","2016-12-06",0,"JC","CW","","egg0002","2016-10-25",8.34,0.108,5.14,"","DEAD","2016-12-12",0.11,17.689,-2.20727491318972,2.87294297746137,44,14,"E033_16_BABY_02","ld2015","ld0049",-2.22562405185792,-1.48610528741494,"ld0221_2016-12-06","ld0221"
"ld0222",29,"2016-11-23","S1","2016-11-23",0,"BS","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.138,19.01,-1.98050159382493,2.94496515650034,45,0,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2016-11-23","ld0222"
"ld0222",29,"2016-11-23","S1","2016-11-25",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,NA,NA,NA,NA,46,2,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2016-11-25","ld0222"
"ld0222",29,"2016-11-23","S1","2016-12-07",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.131,19.116,-2.03255795578099,2.95052568071591,47,14,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2016-12-07","ld0222"
"ld0222",29,"2016-11-23","S1","2016-12-21",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.126,NA,-2.07147337203066,NA,48,28,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2016-12-21","ld0222"
"ld0222",29,"2016-11-23","S1","2017-01-18",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.151,19.56,-1.89047544216721,2.97348666460667,49,56,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-01-18","ld0222"
"ld0222",29,"2016-11-23","S1","2017-02-01",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.197,21.795,-1.62455155024415,3.08168058569036,50,70,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-02-01","ld0222"
"ld0222",29,"2016-11-23","S1","2017-02-23",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.209,22.46,-1.56542102701733,3.1117359493103,51,92,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-02-23","ld0222"
"ld0222",29,"2016-11-23","S1","2017-03-23",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.249,23.75,-1.39030238251743,3.16758253048065,52,120,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-03-23","ld0222"
"ld0222",29,"2016-11-23","S1","2017-04-01",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.144,20.27,-1.93794197940614,3.00914196046391,53,129,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-04-01","ld0222"
"ld0222",29,"2016-11-23","S1","2017-04-18",0,"JC","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.297,26.08,-1.21402314017944,3.26116873705845,54,146,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-04-18","ld0222"
"ld0222",29,"2016-11-23","S1","2017-05-19",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.318,26.06,-1.14570389620196,3.2604015716967,55,177,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-05-19","ld0222"
"ld0222",29,"2016-11-23","S1","2017-07-20",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.365,26.5,-1.00785792539965,3.27714473299218,56,239,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-07-20","ld0222"
"ld0222",29,"2016-11-23","S1","2017-09-15",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.348,27.5,-1.05555279920766,3.31418600467253,57,296,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-09-15","ld0222"
"ld0222",29,"2016-11-23","S1","2017-11-14",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.509,30,-0.675307262431614,3.40119738166216,58,356,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2017-11-14","ld0222"
"ld0222",29,"2016-11-23","S1","2018-01-15",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.477,30,-0.740238788093796,3.40119738166216,59,418,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2018-01-15","ld0222"
"ld0222",29,"2016-11-23","S1","2018-03-06",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.548,32,-0.601479992034121,3.46573590279973,60,468,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2018-03-06","ld0222"
"ld0222",29,"2016-11-23","S1","2018-06-21",0,"FK","CW","","egg0013","2016-10-28",8.59,0.177,6.34,"","ALIVE",NA,0.769,33,-0.262664309476493,3.49650756146648,61,575,"E038_16_BABY_01","ld0090","ld0027",-1.73160554640831,1.0173134173981,"ld0222_2018-06-21","ld0222"
"ld0223",29,"2016-11-26","S1","2016-11-26",0,"FK","CW","","egg0012","2016-10-26",8.91,0.232,7.19,"","DEAD","2016-12-23",0.135,18.515,-2.00248050054371,2.91858121436558,63,0,"E45_16_BABY_04","ld0125","ld0107",-1.46101790731583,2.38850528475298,"ld0223_2016-11-26","ld0223"
"ld0223",29,"2016-11-26","S1","2016-12-10",0,"JC","CW","","egg0012","2016-10-26",8.91,0.232,7.19,"","DEAD","2016-12-23",0.125,19.079,-2.07944154167984,2.94858825374517,64,14,"E45_16_BABY_04","ld0125","ld0107",-1.46101790731583,2.38850528475298,"ld0223_2016-12-10","ld0223"
"ld0224",29,"2016-11-26","S1","2016-11-26",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.111,17.459,-2.1982250776698,2.85985527500264,65,0,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2016-11-26","ld0224"
"ld0224",29,"2016-11-26","S1","2016-12-10",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.106,17.915,-2.24431618487007,2.88563835075692,66,14,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2016-12-10","ld0224"
"ld0224",29,"2016-11-26","S1","2017-01-06",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.124,18.42,-2.0874737133771,2.91343703082716,67,41,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-01-06","ld0224"
"ld0224",29,"2016-11-26","S1","2017-02-03",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.175,20.793,-1.74296930505862,3.03461639160396,68,69,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-02-03","ld0224"
"ld0224",29,"2016-11-26","S1","2017-02-23",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.19,19.87,-1.66073120682165,2.98921105656373,69,89,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-02-23","ld0224"
"ld0224",29,"2016-11-26","S1","2017-03-23",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.239,21.38,-1.43129172705063,3.0624559055969,70,117,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-03-23","ld0224"
"ld0224",29,"2016-11-26","S1","2017-04-18",0,"JC","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.261,23.19,-1.34323487165944,3.14372115126744,71,143,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-04-18","ld0224"
"ld0224",29,"2016-11-26","S1","2017-05-19",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.3,25.26,-1.20397280432594,3.22922211692235,72,174,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-05-19","ld0224"
"ld0224",29,"2016-11-26","S1","2017-07-20",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.323,25.5,-1.13010295575948,3.23867845216438,73,236,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-07-20","ld0224"
"ld0224",29,"2016-11-26","S1","2017-09-15",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.351,25,-1.04696905551627,3.2188758248682,74,293,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-09-15","ld0224"
"ld0224",29,"2016-11-26","S1","2017-11-14",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.413,27.5,-0.884307686021104,3.31418600467253,75,353,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2017-11-14","ld0224"
"ld0224",29,"2016-11-26","S1","2018-01-15",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.469,28,-0.757152510535858,3.3322045101752,76,415,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2018-01-15","ld0224"
"ld0224",29,"2016-11-26","S1","2018-03-06",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.457,29,-0.783071888087932,3.36729582998647,77,465,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2018-03-06","ld0224"
"ld0224",29,"2016-11-26","S1","2018-06-21",0,"FK","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.488,29,-0.71743987312899,3.36729582998647,78,572,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2018-06-21","ld0224"
"ld0224",29,"2016-11-26","S1","2018-07-31",0,"TF","CW","","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.666,31,-0.406465608441748,3.43398720448515,80,612,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2018-07-31","ld0224"
"ld0224",29,"2016-11-26","S1","2018-09-02",0,"TF",NA,"","egg0023","2016-10-31",9.19,0.182,6.02,"Y","DEAD","2019-03-15",0.642,36,-0.443166975292176,3.58351893845611,81,645,"E013_16_BABY_02","ld0121","ld0146",-1.70374859190534,1.15847740253747,"ld0224_2018-09-02","ld0224"
"ld0225",29,"2016-11-27","S1","2016-11-27",0,"FK","CW","","egg0021","2016-10-31",8.53,0.192,6.37,"","DEAD","2016-12-21",0.107,16.663,-2.23492644452023,2.81319069255649,82,0,"E013_16_BABY_01","ld0121","ld0146",-1.65025990695436,1.42952914032666,"ld0225_2016-11-27","ld0225"
"ld0225",29,"2016-11-27","S1","2016-12-11",0,"JC","CW","","egg0021","2016-10-31",8.53,0.192,6.37,"","DEAD","2016-12-21",0.095,17.922,-2.3538783873816,2.88602900846203,83,14,"E013_16_BABY_01","ld0121","ld0146",-1.65025990695436,1.42952914032666,"ld0225_2016-12-11","ld0225"
"ld0226",29,"2016-11-28","S1","2016-12-19",0,"BS","CW","","egg0019","2016-10-31",8.73,0.155,5.57,"","DEAD","2018-05-08",0.105,NA,-2.25379492882461,NA,84,21,"E001_16_BABY_03","ld0062","ld0137",-1.86433016206289,0.344736820057077,"ld0226_2016-12-19","ld0226"
"ld0226",29,"2016-11-28","S1","2016-12-26",0,"FK","CW","","egg0019","2016-10-31",8.73,0.155,5.57,"","DEAD","2018-05-08",0.102,18.169,-2.28278246569787,2.8997168451203,85,28,"E001_16_BABY_03","ld0062","ld0137",-1.86433016206289,0.344736820057077,"ld0226_2016-12-26","ld0226"
"ld0226",29,"2016-11-28","S1","2017-01-09",0,"JC","CW","","egg0019","2016-10-31",8.73,0.155,5.57,"","DEAD","2018-05-08",0.143,19.89,-1.94491064872223,2.99021709286588,93,42,"E001_16_BABY_03","ld0062","ld0137",-1.86433016206289,0.344736820057077,"ld0226_2017-01-09","ld0226"
"ld0226",29,"2016-11-28","S1","2017-01-22",0,"FK","CW","","egg0019","2016-10-31",8.73,0.155,5.57,"","DEAD","2018-05-08",0.168,20.93,-1.78379129957888,3.04118353645791,86,55,"E001_16_BABY_03","ld0062","ld0137",-1.86433016206289,0.344736820057077,"ld0226_2017-01-22","ld0226"
"ld0226",29,"2016-11-28","S1","2017-02-06",0,"JC","CW","","egg0019","2016-10-31",8.73,0.155,5.57,"","DEAD","2018-05-08",0.183,21.465,-1.69826912614072,3.06642370167652,87,70,"E001_16_BABY_03","ld0062","ld0137",-1.86433016206289,0.344736820057077,"ld0226_2017-02-06","ld0226"
